"","mag_id","mag_name","assembly_id","assembly_batch","mag_domain","mag_phylum","mag_class","mag_order","mag_family","mag_genus","mag_species","mag_closest_ani","mag_closest_af","mag_taxonomy","mag_completeness","mag_contamination","mag_size","mag_gc","mag_n50","mag_contigs","host_species"
"93","EHM012214","EHA00445_bin.9.fa","EHA00445","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola coprophilus",98.61,0.91,"Species",63.96,1.49,2100998,"47.30%",11467,274,"Sciurus vulgaris"
"94","EHM012215","EHA00447_bin.1.fa","EHA00447","ABB0111","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_C","s__Helicobacter_C marmotae",98.4,0.94,"Species",98.99,0.82,1966862,"39.50%",69246,1046,"Sciurus vulgaris"
"95","EHM012216","EHA00447_bin.10.fa","EHA00447","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__RGIG4057","s__",83.05,0.7,"Genus",77.71,3.4,3405752,"48.30%",3541,107,"Sciurus vulgaris"
"96","EHM012217","EHA00447_bin.11.fa","EHA00447","ABB0111","d__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Treponematales","f__Treponemataceae","g__Treponema_D","s__Treponema_D sp014803985",97.64,0.83,"Species",98.6,0.72,2759838,"40.40%",47674,235,"Sciurus vulgaris"
"97","EHM012218","EHA00447_bin.12.fa","EHA00447","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA3282","s__",80.47,0.67,"Genus",57.98,7.62,1614928,"49.10%",7106,65,"Sciurus vulgaris"
"98","EHM012219","EHA00447_bin.2.fa","EHA00447","ABB0111","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__NHYN01","s__NHYN01 sp014799985",96.51,0.8,"Species",60.25,0.28,1140883,"51.20%",3221,376,"Sciurus vulgaris"
"99","EHM012220","EHA00447_bin.3.fa","EHA00447","ABB0111","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas aeruginosa",98.55,0.85,"Species",87.21,1.58,5709343,"65.60%",5422,1257,"Sciurus vulgaris"
"100","EHM012221","EHA00447_bin.4.fa","EHA00447","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes sp014796635",97.92,0.76,"Species",77.61,3.7,1308330,"62.20%",3746,388,"Sciurus vulgaris"
"101","EHM012222","EHA00447_bin.5.fa","EHA00447","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",83.98,0.59,"Genus",92.14,2.79,4192392,"49.40%",50268,132,"Sciurus vulgaris"
"102","EHM012223","EHA00447_bin.6.fa","EHA00447","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__CAG-485","s__",94.83,0.73,"Genus",94.99,1.01,2725399,"46.30%",17788,285,"Sciurus vulgaris"
"103","EHM012224","EHA00447_bin.7.fa","EHA00447","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__COE1","s__",0,0,"Genus",89.05,5.53,5175772,"45.10%",23686,328,"Sciurus vulgaris"
"104","EHM012225","EHA00447_bin.8.fa","EHA00447","ABB0111","d__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Treponematales","f__Treponemataceae","g__Treponema_D","s__Treponema_D sp014804005",96.3,0.92,"Species",98.29,1.4,2170245,"47.40%",19941,163,"Sciurus vulgaris"
"105","EHM012226","EHA00447_bin.9.fa","EHA00447","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__CAG-485","s__",94.98,0.78,"Genus",98.55,0.5,3397721,"45.50%",34756,153,"Sciurus vulgaris"
"106","EHM012227","EHA00449_bin.1.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__Prevotella sp900547005",96.74,0.75,"Species",79.43,1.57,3046678,"47.30%",53389,239,"Sciurus vulgaris"
"107","EHM012228","EHA00449_bin.10.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola plebeius_A",96.04,0.68,"Species",96.42,4.42,4242309,"43.90%",33593,366,"Sciurus vulgaris"
"108","EHM012229","EHA00449_bin.11.fa","EHA00449","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__",0,0,"Genus",93.53,3.09,2839283,"61.50%",11318,322,"Sciurus vulgaris"
"109","EHM012230","EHA00449_bin.12.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__Prevotella sp900553965",97.41,0.71,"Species",80.77,1.67,2613100,"54.20%",12041,54,"Sciurus vulgaris"
"110","EHM012231","EHA00449_bin.13.fa","EHA00449","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Gemmiger","s__Gemmiger sp900545545",96.59,0.83,"Species",53.4,0.17,1867858,"60.00%",69561,207,"Sciurus vulgaris"
"111","EHM012232","EHA00449_bin.14.fa","EHA00449","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA3282","s__",84.05,0.67,"Genus",93.94,1.07,3520282,"42.10%",29364,101,"Sciurus vulgaris"
"112","EHM012233","EHA00449_bin.2.fa","EHA00449","ABB0111","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_A","g__Sutterella","s__Sutterella sp905206365",98.61,0.86,"Species",96.89,0.62,2683620,"61.60%",29885,213,"Sciurus vulgaris"
"113","EHM012234","EHA00449_bin.3.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Duncaniella","s__Duncaniella sp019416285",95.63,0.86,"Species",93.33,0.75,2898000,"53.90%",32282,143,"Sciurus vulgaris"
"114","EHM012235","EHA00449_bin.4.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__Prevotella copri_B",96.23,0.8,"Species",98.98,4.05,3925921,"44.70%",53393,142,"Sciurus vulgaris"
"115","EHM012236","EHA00449_bin.5.fa","EHA00449","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__QXXE01","s__",0,0,"Genus",76.89,1.34,1746692,"58.80%",3840,495,"Sciurus vulgaris"
"116","EHM012237","EHA00449_bin.6.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Alloprevotella","s__",78.42,0.22,"Genus",94.73,0.22,2662542,"56.10%",50518,82,"Sciurus vulgaris"
"117","EHM012238","EHA00449_bin.7.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__Prevotella sp900767615",95.07,0.78,"Species",64.7,0.61,2568567,"46.90%",5796,557,"Sciurus vulgaris"
"118","EHM012239","EHA00449_bin.8.fa","EHA00449","ABB0111","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium_A","s__Phascolarctobacterium_A sp905212365",96.73,0.92,"Species",76.76,1.59,1563971,"50.80%",4234,419,"Sciurus vulgaris"
"119","EHM012240","EHA00449_bin.9.fa","EHA00449","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Duncaniella","s__Duncaniella sp001701225",97.79,0.81,"Species",91.94,2,2778215,"56.50%",13066,359,"Sciurus vulgaris"
"120","EHM012241","EHA00450_bin.1.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium_A","s__Phascolarctobacterium_A sp905212365",95.87,0.84,"Species",97.28,1.35,2066682,"50.10%",20102,367,"Sciurus vulgaris"
"121","EHM012242","EHA00450_bin.10.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA3282","s__",83.81,0.76,"Genus",68.65,1.71,2409305,"42.90%",8497,282,"Sciurus vulgaris"
"122","EHM012243","EHA00450_bin.11.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Paraprevotella","s__",0,0,"Genus",68.37,0.14,2061068,"55.00%",10643,119,"Sciurus vulgaris"
"123","EHM012244","EHA00450_bin.12.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__",80.18,0.61,"Genus",96.1,1.11,2782632,"47.40%",40085,830,"Sciurus vulgaris"
"124","EHM012245","EHA00450_bin.13.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Gemmiger","s__",0,0,"Genus",52.17,2.61,2362897,"62.00%",2913,523,"Sciurus vulgaris"
"125","EHM012246","EHA00450_bin.14.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__UBA1381","f__UBA1381","g__Ornithomonoglobus","s__",0,0,"Genus",55.58,0.62,1468461,"46.00%",2965,93,"Sciurus vulgaris"
"126","EHM012247","EHA00450_bin.15.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__",0,0,"Genus",95.35,2.59,3021570,"52.90%",61915,32,"Sciurus vulgaris"
"127","EHM012248","EHA00450_bin.16.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__UBA7173","s__UBA7173 sp900548705",97.09,0.9,"Species",98.42,0.69,2955411,"53.10%",205346,143,"Sciurus vulgaris"
"128","EHM012249","EHA00450_bin.17.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__RGIG8745","s__RGIG8745 sp017621515",97.68,0.88,"Species",94.79,1.86,3833163,"42.70%",40822,189,"Sciurus vulgaris"
"129","EHM012250","EHA00450_bin.18.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",79.97,0.54,"Genus",94.04,3.12,2870498,"42.60%",22579,111,"Sciurus vulgaris"
"130","EHM012251","EHA00450_bin.19.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella","s__",88.44,0.71,"Genus",93.58,1.28,2805315,"50.80%",43647,167,"Sciurus vulgaris"
"131","EHM012252","EHA00450_bin.2.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","s__",0,0,"Genus",97.7,0.24,4373542,"51.50%",63360,55,"Sciurus vulgaris"
"132","EHM012253","EHA00450_bin.20.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eubacterium_F","s__",0,0,"Genus",95.97,1.34,2770511,"44.80%",136389,971,"Sciurus vulgaris"
"133","EHM012254","EHA00450_bin.21.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",73.13,3.67,2976286,"35.20%",3329,168,"Sciurus vulgaris"
"134","EHM012255","EHA00450_bin.22.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia_A","s__",0,0,"Genus",93.67,2.06,3548775,"43.70%",29874,177,"Sciurus vulgaris"
"135","EHM012256","EHA00450_bin.23.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola plebeius_A",96.17,0.83,"Species",89.67,1.27,2960351,"45.10%",26511,78,"Sciurus vulgaris"
"136","EHM012257","EHA00450_bin.24.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Butyribacter","s__Butyribacter sp017626435",98.44,0.6,"Species",69.79,0.78,2708539,"41.30%",60403,360,"Sciurus vulgaris"
"137","EHM012258","EHA00450_bin.25.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Fusicatenibacter","s__Fusicatenibacter saccharivorans",97.36,0.94,"Species",59.62,2.27,1334309,"49.90%",4187,39,"Sciurus vulgaris"
"138","EHM012259","EHA00450_bin.26.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-882","s__",0,0,"Genus",99.28,2.35,2917411,"48.50%",164177,36,"Sciurus vulgaris"
"139","EHM012260","EHA00450_bin.27.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota","c__Bacilli","o__Acholeplasmatales","f__Anaeroplasmataceae","g__Anaeroplasma","s__",77.9,0.17,"Genus",97.22,0.11,1832784,"40.20%",112445,568,"Sciurus vulgaris"
"140","EHM012261","EHA00450_bin.29.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides uniformis",98.27,0.82,"Species",50.34,1.92,2485792,"48.10%",5244,134,"Sciurus vulgaris"
"141","EHM012262","EHA00450_bin.3.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Choladocola","s__",0,0,"Genus",95.56,1.58,3370772,"45.30%",42222,133,"Sciurus vulgaris"
"142","EHM012263","EHA00450_bin.4.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__Butyricicoccus_A","s__",0,0,"Genus",91.77,0.67,2399696,"47.20%",25494,183,"Sciurus vulgaris"
"143","EHM012264","EHA00450_bin.5.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Copromonas","s__",0,0,"Genus",69.46,0.95,2184678,"49.70%",15645,211,"Sciurus vulgaris"
"144","EHM012265","EHA00450_bin.6.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__14-2","s__",0,0,"Genus",72.38,2.83,2887263,"42.10%",6468,515,"Sciurus vulgaris"
"145","EHM012266","EHA00450_bin.8.fa","EHA00450","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__",0,0,"Genus",91.24,2.69,2697751,"62.50%",8451,413,"Sciurus vulgaris"
"146","EHM012267","EHA00450_bin.9.fa","EHA00450","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Alloprevotella","s__",78.36,0.23,"Genus",92.76,0.09,2473684,"57.20%",49373,91,"Sciurus vulgaris"
"147","EHM012268","EHA00451_bin.1.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__RGIG8745","s__RGIG8745 sp017621515",96.01,0.84,"Species",96.37,1.12,4156135,"43.00%",67703,70,"Sciurus vulgaris"
"148","EHM012269","EHA00451_bin.10.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Choladocola","s__",0,0,"Genus",97.07,1.26,3377268,"51.30%",66962,248,"Sciurus vulgaris"
"149","EHM012270","EHA00451_bin.11.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__UBA7173","s__",94.85,0.76,"Genus",90.69,0.75,2541315,"55.40%",17113,96,"Sciurus vulgaris"
"150","EHM012271","EHA00451_bin.12.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-74","g__Ventricola","s__",81.11,0.48,"Genus",96.5,0.7,3571882,"58.90%",61673,188,"Sciurus vulgaris"
"151","EHM012272","EHA00451_bin.13.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",85.33,0.63,2816535,"46.60%",23206,48,"Sciurus vulgaris"
"152","EHM012273","EHA00451_bin.14.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Schaedlerella","s__",0,0,"Genus",91.54,6.82,3982027,"43.80%",118862,37,"Sciurus vulgaris"
"153","EHM012274","EHA00451_bin.15.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Choladocola","s__",0,0,"Genus",61.4,0,2579811,"46.20%",115505,212,"Sciurus vulgaris"
"154","EHM012275","EHA00451_bin.16.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Choladocola","s__",0,0,"Genus",66.79,1.9,2381198,"49.80%",16318,54,"Sciurus vulgaris"
"155","EHM012276","EHA00451_bin.17.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__CAG-274","g__Gallispira","s__",80.44,0.53,"Genus",98.65,0,2493175,"36.30%",72034,137,"Sciurus vulgaris"
"156","EHM012277","EHA00451_bin.18.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola dorei",99.27,0.89,"Species",69.73,2.43,3414315,"41.20%",35528,55,"Sciurus vulgaris"
"157","EHM012278","EHA00451_bin.19.fa","EHA00451","ABB0111","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_A","g__Sutterella","s__Sutterella wadsworthensis",97.86,0.91,"Species",100,0,2894425,"55.10%",93835,117,"Sciurus vulgaris"
"158","EHM012279","EHA00451_bin.2.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Duncaniella","s__Duncaniella sp001701225",98.14,0.9,"Species",98.3,1.13,3184143,"55.90%",137986,32,"Sciurus vulgaris"
"159","EHM012280","EHA00451_bin.20.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Duncaniella","s__Duncaniella dubosii",95.25,0.83,"Species",67.81,2.64,2384466,"48.90%",168984,480,"Sciurus vulgaris"
"160","EHM012281","EHA00451_bin.21.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Paraprevotella","s__",84.03,0.5,"Genus",82.04,1.24,3090721,"47.00%",9514,29,"Sciurus vulgaris"
"161","EHM012282","EHA00451_bin.23.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota","c__Bacilli","o__Acholeplasmatales","f__Anaeroplasmataceae","g__Anaeroplasma","s__",77.94,0.16,"Genus",78.55,0.22,1518647,"40.30%",97253,43,"Sciurus vulgaris"
"162","EHM012283","EHA00451_bin.24.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__JAGBWK01","s__",94.65,0.8,"Genus",70.75,0,2170970,"52.20%",70814,43,"Sciurus vulgaris"
"163","EHM012284","EHA00451_bin.3.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__CAG-485","s__",84.67,0.8,"Genus",97.23,1.45,3109507,"53.90%",51131,111,"Sciurus vulgaris"
"164","EHM012285","EHA00451_bin.4.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",79.73,0.55,"Genus",97.98,1.15,3082576,"44.10%",69518,69,"Sciurus vulgaris"
"165","EHM012286","EHA00451_bin.5.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Oliverpabstia","s__",0,0,"Genus",75.64,1.26,2573349,"44.50%",8426,355,"Sciurus vulgaris"
"166","EHM012287","EHA00451_bin.6.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__Roseburia sp017937095",97.01,0.84,"Species",91.78,0.97,3427182,"48.80%",144626,32,"Sciurus vulgaris"
"167","EHM012288","EHA00451_bin.7.fa","EHA00451","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerostipes","s__",82.06,0.43,"Genus",95.3,3.27,2801318,"38.40%",87930,53,"Sciurus vulgaris"
"168","EHM012289","EHA00451_bin.8.fa","EHA00451","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides fragilis",98.83,0.9,"Species",94.2,2.04,4636206,"43.50%",90475,114,"Sciurus vulgaris"
"169","EHM012290","EHA00451_bin.9.fa","EHA00451","ABB0111","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Actinomycetales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium pseudocatenulatum",97.72,0.9,"Species",100,0.8,2145578,"56.30%",284245,22,"Sciurus vulgaris"
"170","EHM012291","EHA00452_bin.1.fa","EHA00452","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Paramuribaculum","s__Paramuribaculum sp014801655",96.19,0.85,"Species",51.48,1.72,1455677,"54.20%",6462,463,"Sciurus vulgaris"
"171","EHM012292","EHA00452_bin.10.fa","EHA00452","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-74","g__Ventricola","s__",0,0,"Genus",84.88,0.83,2389303,"60.50%",6236,194,"Sciurus vulgaris"
"172","EHM012293","EHA00452_bin.11.fa","EHA00452","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__UBA4293","s__",0,0,"Genus",80.98,1.33,2251373,"50.20%",16519,56,"Sciurus vulgaris"
"173","EHM012294","EHA00452_bin.12.fa","EHA00452","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",79.86,0.53,"Genus",98.24,3.16,2695684,"43.10%",66793,140,"Sciurus vulgaris"
"174","EHM012295","EHA00452_bin.13.fa","EHA00452","ABB0111","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__CAG-485","s__CAG-485 sp014801595",95.91,0.65,"Species",78.93,1.3,1830977,"53.30%",15338,76,"Sciurus vulgaris"
"175","EHM012296","EHA00452_bin.14.fa","EHA00452","ABB0111","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_C","s__Helicobacter_C marmotae",98.44,0.94,"Species",99.35,0.82,2049222,"39.30%",51394,69,"Sciurus vulgaris"
"176","EHM012297","EHA00452_bin.15.fa","EHA00452","ABB0111","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__",0,0,"Genus",98.14,1.71,3610498,"45.50%",125610,551,"Sciurus vulgaris"
