assembly_length	assembly_n50	assembly_l50	assembly_num_contigs	assembly_largest_contig	assembly_num_bins	assembly_input_id	assembly_type	sequence_id	assembly_id	assembly_input_bases	preprocessing_id
123263080	13909	1455	20690	584451	16	EHA04177	Coassembly	EHI00234	EHA04176	3740503911	PR01172
909531124	4917	36127	227179	515382	168	EHA03636	Coassembly	EHI02266	EHA03631	3956379047	PR02946
554171175	4029	29328	152435	578492	154	EHA02154	Coassembly	EHI01273	EHA02151	4873489181	PR02222
261105116	8151	5281	51913	697686	48	EHA01279	Individual	EHI01063	EHA01279	8792439064	PR01647
226763658	5759	6810	52405	353864	59	EHA02395	Coassembly	EHI01611	EHA02392	3187394291	PR02285
421083540	8174	8153	84925	507234	100	EHA00812	Coassembly	EHI00546	EHA00810	1272893251	PR00881
83955463	12520	1265	13360	455245	11	EHA02836	Coassembly	EHI00204	EHA02836	4084951241	PR01171
633588714	8740	14933	118080	620466	133	EHA01531	Coassembly	EHI00112	EHA01527	4779888880	PR00715
101044756	8821	1589	19106	462335	22	EHA02459	Individual	EHI01495	EHA02459	4456469691	PR02445
0	0	0	0	0	0	EHA01337	Individual	EHI01016	EHA01337	2244130451	PR01732
0	0	0	0	0	0	EHA03847	Individual	EHI02563	EHA03847	1210929414	PR03215
302445189	3558	19829	90410	244455	43	EHA04531	Coassembly	EHI02548	EHA04529	2134608280	PR03200
296942315	12236	3944	50469	585959	70	EHA00915	Coassembly	EHI00545	EHA00911	2846606757	PR00938
263299092	12351	4153	43157	417002	44	EHA03911	Individual	EHI02357	EHA03911	12150233898	PR03083
165016465	10320	2976	28740	422228	28	EHA03914	Individual	EHI02385	EHA03914	5037465812	PR03089
128169050	8882	2412	24662	374721	21	EHA03374	Individual	EHI02192	EHA03374	3584804602	PR02759
641459359	7236	15525	130811	961051	95	EHA04143	Coassembly	EHI01170	EHA04140	5096503442	PR02018
0	0	0	0	0	0	EHA01334	Individual	EHI01018	EHA01334	1081877273	PR01729
218251508	6056	6035	49476	511974	46	EHA04125	Coassembly	EHI00200	EHA04125	5726414388	PR01156
942260713	14304	13053	137343	607198	239	EHA04494	Coassembly	EHI02065	EHA04492	4473531340	PR02839
113260202	6341	2846	25374	315705	16	EHA00461	Individual	EHI00378	EHA00461	3229810280	PR00949
0	0	0	0	0	0	EHA00603	Individual	EHI00431	EHA00603	3026225170	PR01217
217314978	7056	5155	46084	486759	30	EHA00568	Individual	EHI00219	EHA00568	4899301321	PR01158
456368184	5996	14700	105655	398480	38	EHA01993	Coassembly	EHI01400	EHA01987	5730870396	PR02180
0	0	0	0	0	0	EHA01621	Coassembly	EHI01194	EHA01610	0	PR01947
118239730	10734	1401	22204	569587	20	EHA00321	Individual	EHI00176	EHA00321	3466213092	PR00739
404007921	9818	7747	71163	661289	98	EHA02365	Coassembly	EHI01612	EHA02364	3118261463	PR02286
807439689	11798	13859	127680	616705	236	EHA01973	Coassembly	EHI01308	EHA01958	6607302774	PR02114
1946511576	5111	75641	450507	869648	280	EHA03112	Coassembly	EHI01811	EHA03104	6631289740	PR02569
192812277	7778	3363	38179	424741	31	EHA03377	Individual	EHI02148	EHA03377	4530598047	PR02762
541348973	4040	28673	151194	367774	55	EHA04047	Coassembly	EHI02555	EHA04031	4554755315	PR03207
206359628	13130	3031	33726	737189	40	EHA01301	Individual	EHI01075	EHA01301	7176970437	PR01683
0	0	0	0	0	0	EHA01306	Individual	EHI00906	EHA01306	2967835243	PR01691
210159046	3349	15669	65580	222198	21	EHA04503	Coassembly	EHI02540	EHA04503	4739448323	PR03192
398648110	11364	5991	72095	512869	110	EHA02597	Coassembly	EHI00393	EHA02594	2263096445	PR00852
176249444	5317	6713	41414	251353	35	EHA04403	Individual	EHI02617	EHA04403	4277931444	PR03309
0	0	0	0	0	0	EHA01261	Individual	EHI00884	EHA01261	4044666556	PR01627
798986944	7272	20391	167600	580110	155	EHA01515	Coassembly	EHI00101	EHA01514	6923483370	PR00705
218251508	6056	6035	49476	511974	46	EHA04131	Coassembly	EHI02499	EHA04125	2285962866	PR03237
0	0	0	0	0	0	EHA01316	Individual	EHI00947	EHA01316	820091082	PR01705
0	0	0	0	0	0	EHA01618	Coassembly	EHI01155	EHA01610	0	PR01937
81302301	9072	1665	15249	340187	25	EHA01917	Individual	EHI01314	EHA01917	4714791156	PR02120
0	0	0	0	0	0	EHA03976	Individual	EHI02398	EHA03976	6910057929	PR03065
325560552	10190	5565	59188	417238	56	EHA00871	Coassembly	EHI00522	EHA00869	4094848896	PR00877
628236688	9621	11637	117189	468115	132	EHA02874	Coassembly	EHI00694	EHA02869	5010854722	PR01330
284970210	12921	3846	46965	618967	53	EHA03408	Individual	EHI02165	EHA03408	7161994890	PR02793
201025549	3938	8844	57086	890038	32	EHA04182	Coassembly	EHI00264	EHA04181	5186118016	PR01184
375925279	9147	7793	68851	390080	110	EHA01401	Coassembly	EHI00995	EHA01399	6617523799	PR01737
909893271	2311	124546	373793	359959	54	EHA02635	Coassembly	EHI01657	EHA02611	1298988186	PR02258
148702541	6806	3778	32440	406491	24	EHA01825	Individual	EHI00729	EHA01825	3929545056	PR01364
0	0	0	0	0	0	EHA04369	Individual	EHI02670	EHA04369	4198712292	PR03275
0	0	0	0	0	0	EHA00607	Individual	EHI00511	EHA00607	4341738423	PR01234
453575339	7423	11579	93430	524901	93	EHA01449	Coassembly	EHI00734	EHA01447	3578751673	PR01365
909893271	2311	124546	373793	359959	54	EHA02611	Coassembly	EHI01095	EHA02611	6434078753	PR01955
0	0	0	0	0	0	EHA00756	Individual	EHI00842	EHA00756	7371677862	PR01441
383942185	7731	9181	78967	345127	66	EHA02802	Coassembly	EHI00977	EHA02800	5066418163	PR01718
0	0	0	0	0	0	EHA03091	Individual	EHI01740	EHA03091	4106394233	PR02631
144951687	8424	3409	28277	227242	34	EHA01397	Individual	EHI00945	EHA01397	4187940253	PR01736
0	0	0	0	0	0	EHA03031	Individual	EHI01738	EHA03031	1309657981	PR02556
80941721	4114	4120	21372	277905	16	EHA00290	Individual	EHI00103	EHA00290	1910930817	PR00707
151407036	6779	3912	31293	741009	24	EHA00310	Individual	EHI00125	EHA00310	4400232740	PR00727
612319526	3204	48767	197304	567033	26	EHA00190	Coassembly	EHI00187	EHA00187	1438888956	PR01194
868087496	10900	15250	148460	465410	222	EHA04477	Coassembly	EHI02612	EHA04468	3232703730	PR03307
164869567	13037	2166	28493	505614	38	EHA02422	Individual	EHI01497	EHA02422	5079936726	PR02396
97225550	13720	1061	15966	388419	22	EHA02481	Individual	EHI01553	EHA02481	4250751983	PR02468
807439689	11798	13859	127680	616705	236	EHA01970	Coassembly	EHI01304	EHA01958	2705166311	PR02110
0	0	0	0	0	0	EHA03946	Individual	EHI02518	EHA03946	4415548372	PR03245
106411806	11720	1763	17799	256738	30	EHA01906	Individual	EHI01290	EHA01906	3153109649	PR02096
577850093	12939	7846	94070	574231	150	EHA02550	Coassembly	EHI01472	EHA02549	1441149797	PR02434
641459359	7236	15525	130811	961051	95	EHA04150	Coassembly	EHI01229	EHA04140	1236722748	PR02045
185292492	4439	7207	47320	366088	22	EHA04295	Individual	EHI02634	EHA04295	5715927331	PR03368
702142329	12435	11368	110611	491740	173	EHA04484	Coassembly	EHI02615	EHA04478	2283674487	PR03308
0	0	0	0	0	0	EHA03815	Coassembly	EHI00735	EHA03781	3124555474	PR01400
105306026	5955	3152	23883	300194	22	EHA00470	Individual	EHI00452	EHA00470	3936902690	PR00958
2216676708	4548	139926	566720	535592	83	EHA02651	Coassembly	EHI01116	EHA02637	1278955458	PR01917
86563668	5360	2922	20495	307328	19	EHA02434	Individual	EHI01527	EHA02434	3245114745	PR02408
98979091	7677	2758	19760	352739	10	EHA00341	Individual	EHI00465	EHA00341	2135049197	PR00776
363463577	10360	5781	63911	877912	68	EHA01869	Coassembly	EHI01070	EHA01869	5870500771	PR01518
348121500	5235	13644	83797	245347	79	EHA03536	Coassembly	EHI02064	EHA03536	4895204944	PR02899
94074713	3924	6757	26351	472477	6	EHA03958	Individual	EHI02473	EHA03958	2633458682	PR03156
259440750	3591	14531	76760	586016	24	EHA04433	Coassembly	EHI02651	EHA04427	8074439796	PR03384
798083080	8410	17787	152915	539651	222	EHA03314	Coassembly	EHI01964	EHA03306	1884110192	PR02668
123790962	9544	2404	22957	472370	30	EHA04408	Individual	EHI02632	EHA04408	4349736893	PR03314
257643425	17546	2206	39590	1053374	54	EHA02935	Coassembly	EHI01084	EHA02934	6467098041	PR01734
0	0	0	0	0	0	EHA02699	Individual	EHI01391	EHA02699	3908460654	PR02157
2216676708	4548	139926	566720	535592	83	EHA02665	Coassembly	EHI01660	EHA02637	931852319	PR02245
52070293	9130	683	11310	789509	7	EHA00621	Individual	EHI00615	EHA00621	5005228933	PR01276
0	0	0	0	0	358	EHA01651	Multisplit	EHI00119	EHA01646	6203871307	PR00722
1524177280	6686	43825	325860	660807	368	EHA03618	Coassembly	EHI00924	EHA03613	3631786690	PR01633
0	0	0	0	0	0	EHA01811	Coassembly	EHI00386	EHA01805	4365859630	PR00951
126567188	8882	2667	24604	404503	17	EHA00314	Individual	EHI00130	EHA00314	3132238776	PR00731
71875573	20265	581	10569	772205	15	EHA03103	Individual	EHI01815	EHA03103	3082222943	PR02643
1034696936	8276	24661	200861	493677	290	EHA03313	Coassembly	EHI01991	EHA03305	4008645786	PR02687
0	0	0	0	0	0	EHA03817	Coassembly	EHI02216	EHA03781	2774883834	PR02837
1079912262	11499	17681	180602	584956	270	EHA00932	Coassembly	EHI00371	EHA00928	3546261854	PR00904
133527972	9873	2398	24776	633652	24	EHA00671	Individual	EHI00743	EHA00671	6012075874	PR01342
0	0	0	0	0	0	EHA03682	Coassembly	EHI00731	EHA03651	2697223372	PR01338
140379598	8329	3027	26920	350079	26	EHA00389	Individual	EHI00387	EHA00389	3506447270	PR00849
142163012	7297	3046	30160	300030	27	EHA00644	Individual	EHI00678	EHA00644	3646847093	PR01314
198889305	8227	4491	37912	558506	49	EHA01642	Coassembly	EHI01143	EHA01634	2469945357	PR01932
0	0	0	0	0	0	EHA01242	Individual	EHI01039	EHA01242	1205601465	PR01577
887427194	8930	18692	166186	520188	186	EHA04349	Coassembly	EHI02593	EHA04343	5285706629	PR03340
101160119	7293	2497	21344	651639	26	EHA03254	Individual	EHI02061	EHA03254	3430485289	PR02711
228805978	14492	2811	36428	695060	53	EHA00902	Coassembly	EHI00339	EHA00899	1488954214	PR00896
991545569	8772	22842	184321	400504	217	EHA01861	Coassembly	EHI01075	EHA01856	7176970437	PR01683
506822291	10072	9907	90592	1159636	135	EHA02382	Coassembly	EHI01621	EHA02378	3738539422	PR02295
566825615	10022	10620	103572	417477	135	EHA01405	Coassembly	EHI00696	EHA01404	5257899032	PR01332
860017704	9244	18591	156477	876692	203	EHA04114	Coassembly	EHI00219	EHA04114	4899301321	PR01158
144175412	5813	4995	32863	313862	22	EHA02882	Coassembly	EHI00002	EHA02882	1394358496	PR00679
717231678	4801	26722	179557	847216	136	EHA04328	Coassembly	EHI02642	EHA04321	6876145832	PR03375
659526929	6090	18736	152414	786068	146	EHA01206	Coassembly	EHI00027	EHA01202	1717170026	PR01092
23104622	2241	3328	9802	59879	7	EHA04559	Coassembly	EHI02557	EHA04559	5158080289	PR03209
942260713	14304	13053	137343	607198	239	EHA04493	Coassembly	EHI01967	EHA04492	5451556572	PR02657
0	0	0	0	0	0	EHA00487	Individual	EHI00647	EHA00487	706723808	PR00982
8603517	14527	145	1201	125241	1	EHA01392	Coassembly	EHI00961	EHA01391	2306856646	PR01703
89701148	4683	3881	23646	175510	27	EHA01675	Coassembly	EHI01224	EHA01666	790965528	PR01994
122741639	6760	3067	26660	315685	22	EHA02776	Coassembly	EHI00200	EHA02776	5726414388	PR01156
0	0	0	0	0	0	EHA01615	Coassembly	EHI01118	EHA01610	0	PR01918
182865817	6974	4386	37125	522616	25	EHA01222	Individual	EHI01052	EHA01222	5448582639	PR01523
10215462	2358	1309	4119	23757	1	EHA01689	Coassembly	EHI01102	EHA01687	0	PR01960
568051572	13093	8888	85954	381120	163	EHA01932	Coassembly	EHI01288	EHA01929	1983878444	PR02094
2216676708	4548	139926	566720	535592	83	EHA02660	Coassembly	EHI01644	EHA02637	2190124363	PR02237
0	0	0	0	0	0	EHA01239	Individual	EHI00951	EHA01239	2715032540	PR01550
68047015	4599	2684	17378	418304	14	EHA02352	Individual	EHI01620	EHA02352	2752488903	PR02294
410061712	13247	6229	63544	812227	94	EHA03487	Coassembly	EHI02123	EHA03482	4598867171	PR02850
466520660	10749	7480	84200	489436	93	EHA01424	Coassembly	EHI00681	EHA01421	1460631850	PR01317
71068467	14207	979	10913	244244	25	EHA02606	Coassembly	EHI00361	EHA02606	18974916774	PR00899
129625638	21506	1306	16914	330708	23	EHA01275	Individual	EHI00979	EHA01275	6306509453	PR01642
129305370	6899	2936	27149	529008	28	EHA00373	Individual	EHI00144	EHA00373	3234959778	PR00817
514991542	7028	12093	106767	779492	96	EHA02283	Coassembly	EHI00165	EHA02277	2183724089	PR01134
243212746	10303	4486	42464	420299	63	EHA03336	Coassembly	EHI01984	EHA03335	7023468226	PR02682
164471284	8260	3013	32264	645612	26	EHA00669	Individual	EHI00733	EHA00669	5045191845	PR01340
751692642	9163	15986	138103	844987	149	EHA01457	Coassembly	EHI00547	EHA01453	13228704611	PR00808
577850093	12939	7846	94070	574231	150	EHA02551	Coassembly	EHI01525	EHA02549	4500840295	PR02464
7046300	24271	82	480	159946	1	EHA03554	Coassembly	EHI02141	EHA03548	0	PR02917
197390337	16814	2154	29251	722461	43	EHA01300	Individual	EHI01074	EHA01300	6886987107	PR01682
333759909	6843	9682	70070	347285	103	EHA02139	Coassembly	EHI01254	EHA02139	4234068488	PR02210
78285929	10824	956	14553	511855	18	EHA02867	Coassembly	EHI00801	EHA02866	5130247149	PR01446
138892085	16842	1583	19966	615354	26	EHA01299	Individual	EHI01065	EHA01299	7316931343	PR01681
663203512	8017	14487	133264	476304	131	EHA00896	Coassembly	EHI00925	EHA00890	3745834481	PR01598
124947765	8693	2718	23530	362415	30	EHA03289	Individual	EHI01974	EHA03289	3850672593	PR02674
98709200	27545	712	12487	563217	23	EHA02450	Individual	EHI01476	EHA02450	6337228308	PR02436
121800138	11339	1805	20093	975885	38	EHA02786	Coassembly	EHI01173	EHA02786	5005246585	PR01996
103248773	18057	1093	15134	378105	31	EHA01918	Individual	EHI01315	EHA01918	4985455542	PR02121
97552796	12828	1361	15576	417914	15	EHA04285	Individual	EHI02618	EHA04285	3546048534	PR03358
168318295	9855	3173	30726	282386	43	EHA02075	Individual	EHI01248	EHA02075	11054479450	PR02208
105067320	14244	1433	15694	279692	30	EHA01899	Individual	EHI01332	EHA01899	6009225904	PR02138
6908778	2437	891	2758	17258	1	EHA00186	Coassembly	EHI00633	EHA00185	3077905518	PR01289
0	0	0	0	0	0	EHA00576	Individual	EHI00204	EHA00576	4084951241	PR01171
1079912262	11499	17681	180602	584956	270	EHA00936	Coassembly	EHI00391	EHA00928	2697233278	PR00909
34601925	4079	994	9130	269716	10	EHA04521	Coassembly	EHI02559	EHA04521	3638968396	PR03211
329183225	13889	4314	58753	466526	59	EHA04136	Coassembly	EHI02349	EHA04132	3685131415	PR03095
310703736	2856	26506	105115	789509	16	EHA00202	Coassembly	EHI00474	EHA00201	3173993174	PR01228
0	0	0	0	0	0	EHA01347	Coassembly	EHI00813	EHA01345	877776563	PR01427
810841271	8839	19234	153336	735679	147	EHA01467	Coassembly	EHI00428	EHA01467	4724714178	PR00766
820060661	12153	12810	130909	476102	250	EHA02584	Coassembly	EHI01508	EHA02583	4043798515	PR02402
77013426	91582	208	6276	783209	8	EHA02803	Coassembly	EHI00229	EHA02803	2089244357	PR01041
969157718	9764	19404	174492	669655	217	EHA03363	Coassembly	EHI01966	EHA03363	4425727812	PR02656
80045609	9375	1216	15236	536326	18	EHA01589	Individual	EHI01090	EHA01589	5130134555	PR01906
511132560	14441	6900	80255	730147	113	EHA04195	Coassembly	EHI02368	EHA04188	4269919098	PR03078
123954159	7548	2663	24779	391235	15	EHA00282	Individual	EHI00091	EHA00282	3317973426	PR00698
463456275	2949	27426	149601	558506	76	EHA01754	Coassembly	EHI01219	EHA01709	0	PR01949
0	0	0	0	0	0	EHA01588	Individual	EHI01089	EHA01588	3046705271	PR01905
0	0	0	0	0	0	EHA03698	Coassembly	EHI02161	EHA03694	7838824390	PR02772
1489308165	7329	36958	304972	485840	366	EHA04106	Coassembly	EHI02268	EHA04095	6035799243	PR02926
191999346	7803	4070	38465	548391	37	EHA03587	Individual	EHI02282	EHA03587	5074181205	PR02950
798083080	8410	17787	152915	539651	222	EHA03322	Coassembly	EHI01990	EHA03306	4975435962	PR02686
41336995	7269	784	8641	694581	8	EHA04240	Coassembly	EHI02515	EHA04238	3795665851	PR03250
111958114	21161	1104	16712	417129	16	EHA00329	Individual	EHI00422	EHA00329	2793316463	PR00764
45219468	3083	3687	14944	216954	6	EHA04527	Coassembly	EHI02691	EHA04525	2465912128	PR03296
198889305	8227	4491	37912	558506	49	EHA01635	Coassembly	EHI01090	EHA01634	5130134555	PR01906
180456454	11839	2732	30485	367574	38	EHA03560	Individual	EHI02251	EHA03560	6585293454	PR02923
944766523	2323	133301	391191	230056	48	EHA03203	Coassembly	EHI01820	EHA03189	1671464046	PR02647
0	0	0	0	0	0	EHA00586	Individual	EHI00373	EHA00586	1863912975	PR01186
312316086	8099	6754	60011	491733	43	EHA00352	Individual	EHI00496	EHA00352	7874501801	PR00790
0	0	0	0	0	0	EHA03679	Coassembly	EHI00675	EHA03651	2953671640	PR01311
71625684	5480	2449	17083	310474	12	EHA00405	Individual	EHI00487	EHA00405	2969449922	PR00871
456368184	5996	14700	105655	398480	38	EHA02009	Coassembly	EHI01365	EHA01987	6219376416	PR02166
121866636	10764	1750	22657	312059	24	EHA00707	Individual	EHI00723	EHA00707	3245733590	PR01381
179267942	20963	1274	25498	1133242	43	EHA03124	Coassembly	EHI01772	EHA03124	12497919365	PR02637
494441136	4007	35174	137145	1322902	11	EHA00179	Coassembly	EHI00599	EHA00179	5022505982	PR01265
89701148	4683	3881	23646	175510	27	EHA01667	Coassembly	EHI01098	EHA01666	2614262907	PR01957
155164846	8618	3643	29292	322214	22	EHA02824	Coassembly	EHI01350	EHA02823	3708485937	PR02077
235560239	8114	4515	47640	381947	44	EHA00477	Individual	EHI00544	EHA00477	7470861360	PR00965
0	0	0	0	0	0	EHA03811	Coassembly	EHI00759	EHA03781	3765887589	PR01404
52804332	10854	883	9459	548956	13	EHA04245	Coassembly	EHI01765	EHA04244	2889488088	PR02604
1857363119	9343	40963	333138	758633	403	EHA03769	Coassembly	EHI02180	EHA03755	4676665227	PR02806
0	0	0	0	0	0	EHA02166	Individual	EHI01229	EHA02166	1236722748	PR02045
463456275	2949	27426	149601	558506	76	EHA01762	Coassembly	EHI01098	EHA01709	2614262907	PR01957
663203512	8017	14487	133264	476304	131	EHA00894	Coassembly	EHI00530	EHA00890	4539792764	PR00936
113958801	28430	726	15556	615372	15	EHA01276	Individual	EHI01055	EHA01276	5724608789	PR01644
228805978	14492	2811	36428	695060	53	EHA00905	Coassembly	EHI00972	EHA00899	3837827701	PR01605
66429610	3142	6134	21973	110488	6	EHA04368	Individual	EHI02669	EHA04368	7944364276	PR03274
94439977	14707	1403	13740	277247	27	EHA01901	Individual	EHI01281	EHA01901	4363104057	PR02087
0	0	0	0	0	0	EHA02705	Individual	EHI01633	EHA02705	3884581393	PR02326
0	0	0	0	0	0	EHA03788	Coassembly	EHI00704	EHA03781	6260065190	PR01393
557439737	10397	9425	100139	339060	151	EHA00851	Coassembly	EHI00385	EHA00849	3880580385	PR00848
0	0	0	0	0	0	EHA03713	Coassembly	EHI02159	EHA03694	5290162594	PR02770
568051572	13093	8888	85954	381120	163	EHA01951	Coassembly	EHI01324	EHA01929	5412338431	PR02130
0	0	0	0	0	0	EHA03696	Coassembly	EHI02158	EHA03694	9089932007	PR02769
0	0	0	0	0	0	EHA00281	Individual	EHI00089	EHA00281	2473897563	PR00697
247189645	10722	4446	41841	728473	54	EHA02129	Coassembly	EHI01269	EHA02129	2805497141	PR02144
641459359	7236	15525	130811	961051	95	EHA04145	Coassembly	EHI01209	EHA04140	2119173285	PR02032
123886432	17629	1163	18931	672349	26	EHA04254	Individual	EHI02575	EHA04254	3879260126	PR03327
172846758	6403	4723	37566	344415	27	EHA00269	Individual	EHI00072	EHA00269	4993871498	PR00685
48227024	5193	1851	11749	250880	16	EHA01702	Coassembly	EHI01109	EHA01698	0	PR01965
65932826	9418	1032	12999	616007	14	EHA00390	Individual	EHI00392	EHA00390	1784557379	PR00851
189208108	2570	17706	67848	587037	8	EHA03096	Individual	EHI01762	EHA03096	13969722877	PR02636
0	0	0	0	0	0	EHA03027	Individual	EHI01662	EHA03027	2777435707	PR02479
164636822	6698	4429	35262	309841	33	EHA00884	Coassembly	EHI00412	EHA00882	1147210453	PR00862
1647390529	4933	66555	413533	714601	266	EHA03258	Coassembly	EHI02041	EHA03257	5534363164	PR02691
195388010	10885	2802	34136	709348	31	EHA01218	Individual	EHI01079	EHA01218	5678561384	PR01519
322215735	8266	6646	63358	578475	79	EHA00826	Coassembly	EHI00616	EHA00821	5583815481	PR00890
909893271	2311	124546	373793	359959	54	EHA02636	Coassembly	EHI01659	EHA02611	2669808970	PR02259
193761488	11306	3117	33369	518417	28	EHA00798	Individual	EHI00479	EHA00798	14809203223	PR00782
99597016	10253	1940	18845	208844	21	EHA04292	Individual	EHI02628	EHA04292	2390103441	PR03365
581534069	11039	10893	96336	494083	114	EHA01481	Coassembly	EHI00438	EHA01481	5603662321	PR00769
43691493	3035	2457	13994	699638	8	EHA02830	Coassembly	EHI00284	EHA02829	1432123814	PR01166
174441883	9788	3304	33165	396130	31	EHA04079	Coassembly	EHI02449	EHA04072	2607593429	PR03181
2216676708	4548	139926	566720	535592	83	EHA02637	Coassembly	EHI01101	EHA02637	2452268908	PR01910
0	0	0	0	0	0	EHA03859	Individual	EHI02543	EHA03859	2844673629	PR03195
398648110	11364	5991	72095	512869	110	EHA02596	Coassembly	EHI00392	EHA02594	1784557379	PR00851
7393856	59209	36	282	201019	1	EHA02774	Coassembly	EHI00882	EHA02774	1046542773	PR01692
807439689	11798	13859	127680	616705	236	EHA01986	Coassembly	EHI01385	EHA01958	8099878023	PR02143
115290809	6382	3023	25079	585962	26	EHA00921	Coassembly	EHI00623	EHA00918	24104137852	PR00944
7194354	55308	35	261	268470	1	EHA01381	Coassembly	EHI00971	EHA01380	5472573521	PR01631
447224134	10308	8205	80825	988467	61	EHA02223	Coassembly	EHI01234	EHA02205	4000696853	PR02049
0	0	0	0	0	0	EHA04390	Individual	EHI02691	EHA04390	2465912128	PR03296
0	0	0	0	0	0	EHA00404	Individual	EHI00476	EHA00404	781623904	PR00870
1464456436	13746	20760	222042	565711	431	EHA02496	Coassembly	EHI01549	EHA02488	5616181142	PR02410
