LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
AAC71E1L1,LIB0001,LV1040375170,AAC71,AAC71E1,L1,P027_7D,metagenome,24.0,79.4,3.31,20,12,,"Gels not run
","AAC71E1L1I1, AAC71E1L1I2",2,EHI00280,83,00083,"AAC71E1L1I1,AAC71E1L1I2",,,30/9/2020,29.384,-13.527,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,178.00,285.00,Unknown,SD00267,1,12.41,11.984,0.00,0,PRJEB51865,SEB002,,"AAC71E1L1I1, AAC71E1L1I2",SAMEA111531732,"INB0010,INB0011",Laura Gangoso,"Canary Island, Fin del mundo sur",,Group5,Warning,1,1,Falconiformes,13
AD84E1L1,LIB0001,LV1040375194,AD84,AD84E1,L1,P027_7F,metagenome,24.0,37.9,1.58,10,12,,"Gels not run
",AD84E1L1I1,1,,85,00085,AD84E1L1I1,,,28/9/2020,29.398,-13.493,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,223.00,395.00,Unknown,SD00238,0,0.00,0.000,0.00,0,PRJEB51865,,,AD84E1L1I1,,INB0010,Laura Gangoso,"Canary Island, Rapadura",,Group7,Pass,1,0,Falconiformes,13
AAC71E2L1,LIB0001,LV1040375159,AAC71,AAC71E2,L1,P027_8C,metagenome,24.0,78.0,3.25,20,10,,"Gels not run
","AAC71E2L1I1, AAC71E2L1I2",2,,90,00090,"AAC71E2L1I1,AAC71E2L1I2",,,30/9/2020,29.384,-13.527,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,178.00,285.00,Unknown,SD00267,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC71E2L1I1, AAC71E2L1I2",SAMEA111531732,"INB0010,INB0011",Laura Gangoso,"Canary Island, Fin del mundo sur",,Group5,Pass,1,0,Falconiformes,10
AAD23E2L1,LIB0001,LV1040375180,AAD23,AAD23E2,L1,P027_5E,metagenome,24.0,552.0,23.00,50,8,,"Gels not run
","AAD23E2L1I1, AAD23E2L1I2",2,,68,00068,"AAD23E2L1I1,AAD23E2L1I2",,,27/9/2020,29.413,-13.514,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,220.00,405.00,Unknown,SD00213,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAD23E2L1I1, AAD23E2L1I2",,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group1,Pass,1,0,Falconiformes,10
L1,LIB0002,LV1040375128,,,L1,_1A,,24.0,0.0,,10,12,0,This sample (AAB74E1) was replaced by a control (C1_LIB0002) in the library well (after fragmentation ) due to a mismatch between the QR codes. Sample existed in the covaris plate but not afterwards. This means I can't add C1_LIB0002 because it doesn't exist in the extraction batch. ,,0,,1,00001,,AAB74E1,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Pass,0,0,,13
AAC07E1L1,LIB0002,LV1040375140,AAC07,AAC07E1,L1,P027_1B,metagenome,24.0,2.0,0.09,10,12,0,,"AAC07E1L1I1, AAC07E1L1I2",2,,2,00002,"AAC07E1L1I1,AAC07E1L1I2",AAB74E1,,14/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,42.00,96.20,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC07E1L1I1, AAC07E1L1I2",SAMEA14374078,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAB96E1L1,LIB0002,LV1040375152,AAB96,AAB96E1,L1,P027_1C,metagenome,24.0,20.0,0.85,10,12,0,,"AAB96E1L1I1, AAB96E1L1I2",2,,3,00003,"AAB96E1L1I1,AAB96E1L1I2",,,10/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,66.00,170.40,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAB96E1L1I1, AAB96E1L1I2",,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAB84E1L1,LIB0002,LV1040375164,AAB84,AAB84E1,L1,P027_1D,metagenome,24.0,49.4,2.06,10,9,0,,"AAB84E1L1I1, AAB84E1L1I2",2,,4,00004,"AAB84E1L1I1,AAB84E1L1I2",,,8/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,45.00,135.00,Unknown,SD00200,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAB84E1L1I1, AAB84E1L1I2",SAMEA14374073,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group7,Pass,1,0,Falconiformes,10
AAC40E1L1,LIB0002,LV1040375153,AAC40,AAC40E1,L1,P027_2C,metagenome,24.0,2.2,0.09,10,12,0,,"AAC40E1L1I1, AAC40E1L1I2",2,,11,00011,"AAC40E1L1I1,AAC40E1L1I2",,,20/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,68.00,94.80,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC40E1L1I1, AAC40E1L1I2",SAMEA14374080,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAC79E1L1,LIB0002,LV1040375130,AAC79,AAC79E1,L1,P027_3A,metagenome,24.0,0.0,0.00,10,12,0,,"AAC79E1L1I1, AAC79E1L1I2",2,,17,00017,"AAC79E1L1I1,AAC79E1L1I2",,,3/10/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,167.00,310.00,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC79E1L1I1, AAC79E1L1I2",SAMEA14374081,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAC36E1L1,LIB0002,LV1040375166,AAC36,AAC36E1,L1,P027_3D,metagenome,24.0,3.1,0.13,10,12,0,,"AAC36E1L1I1, AAC36E1L1I2",2,,20,00020,"AAC36E1L1I1,AAC36E1L1I2",,,19/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,123.00,175.60,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC36E1L1I1, AAC36E1L1I2",SAMEA14374072,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAW16E1L1,LIB0002,LV1040375190,AAW16,AAW16E1,L1,P027_3F,metagenome,17.0,389.3,22.90,50,9,0,,"AAW16E1L1I1, AAW16E1L1I2",2,,22,00022,"AAW16E1L1I1,AAW16E1L1I2",,,12/1/2021,-20.453,57.424,Mauritius,1001803 - Tropical forest,Forest,Faecal,Psittacula echo,232653,Echo parakeet ,Adult,,,Unknown,SD00179,0,0.00,0.000,0.00,0,PRJEB51866,,,"AAW16E1L1I1, AAW16E1L1I2",SAMEA14374052,"INB0010,INB0015",Jim Groombridge,"Bel Ombre, Crackhammer",,Group1,Warning,1,0,Psittaciformes,10
AAC09E1L1,LIB0002,LV1040375141,AAC09,AAC09E1,L1,P027_2B,metagenome,24.0,32.4,1.35,10,9,0,,"AAC09E1L1I1, AAC09E1L1I2",2,,10,00010,"AAC09E1L1I1,AAC09E1L1I2",,,16/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,99.00,158.60,Unknown,SD00191,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC09E1L1I1, AAC09E1L1I2",SAMEA14374067,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group7,Pass,1,0,Falconiformes,10
AAB69E1L1,LIB0002,LV1040375176,AAB69,AAB69E1,L1,P027_1E,metagenome,24.0,0.0,0.00,10,12,1,,"AAB69E1L1I1, AAB69E1L1I2",2,,5,00005,"AAB69E1L1I1,AAB69E1L1I2",,,11/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,72.00,181.00,Unknown,SD00200,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAB69E1L1I1, AAB69E1L1I2",SAMEA14374074,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAB64E1L1,LIB0002,LV1040375188,AAB64,AAB64E1,L1,P027_1F,metagenome,24.0,9.1,0.38,10,12,0,,"AAB64E1L1I1, AAB64E1L1I2",2,,6,00006,"AAB64E1L1I1,AAB64E1L1I2",,,7/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,45.00,122.50,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAB64E1L1I1, AAB64E1L1I2",SAMEA14374069,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAW10E1L1,LIB0002,LV1040375178,AAW10,AAW10E1,L1,P027_3E,metagenome,24.0,73.2,3.05,20,12,0,,"AAW10E1L1I1, AAW10E1L1I2",2,,21,00021,"AAW10E1L1I1,AAW10E1L1I2",,,10/2/2021,-20.380,57.447,Mauritius,1001803 - Tropical forest,Forest clearing,Faecal,Psittacula echo,232653,Echo parakeet ,Juvenile,,,Unknown,SD00173,0,0.00,0.000,0.00,0,PRJEB51866,,,"AAW10E1L1I1, AAW10E1L1I2",SAMEA14374046,"INB0010,INB0015",Jim Groombridge,"Grand Gauges, Camp aviary",,Group6,Pass,1,0,Psittaciformes,13
AAC26E1L1,LIB0002,LV1040375189,AAC26,AAC26E1,L1,P027_2F,metagenome,24.0,0.0,0.00,10,12,1,,"AAC26E1L1I1, AAC26E1L1I2",2,,14,00014,"AAC26E1L1I1,AAC26E1L1I2",,,16/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,115.00,169.40,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC26E1L1I1, AAC26E1L1I2",SAMEA14374071,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAC14E1L1,LIB0002,LV1040375129,AAC14,AAC14E1,L1,P027_2A,metagenome,24.0,3.4,0.14,10,12,0,,"AAC14E1L1I1, AAC14E1L1I2",2,,9,00009,"AAC14E1L1I1,AAC14E1L1I2",,,13/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,79.00,170.60,Unknown,SD00191,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC14E1L1I1, AAC14E1L1I2",SAMEA14374066,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAC33E1L1,LIB0002,LV1040375177,AAC33,AAC33E1,L1,P027_2E,metagenome,11.0,382.8,34.80,50,9,0,,"AAC33E1L1I1, AAC33E1L1I2",2,,13,00013,"AAC33E1L1I1,AAC33E1L1I2",,,17/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,62.00,105.00,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC33E1L1I1, AAC33E1L1I2",SAMEA14374079,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group1,Warning,1,0,Falconiformes,10
AAB78E1L1,LIB0002,LV1040375213,AAB78,AAB78E1,L1,P027_2H,metagenome,24.0,1.7,0.07,10,12,0,,"AAB78E1L1I1, AAB78E1L1I2",2,,16,00016,"AAB78E1L1I1,AAB78E1L1I2",,,10/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,60.00,160.80,Unknown,SD00191,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAB78E1L1I1, AAB78E1L1I2",SAMEA14374065,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAC21E1L1,LIB0002,LV1040375165,AAC21,AAC21E1,L1,P027_2D,metagenome,24.0,0.0,0.00,10,12,0,,"AAC21E1L1I1, AAC21E1L1I2",2,,12,00012,"AAC21E1L1I1,AAC21E1L1I2",,,19/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,122.00,138.20,Unknown,SD00191,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC21E1L1I1, AAC21E1L1I2",SAMEA14374068,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
AAC28E1L1,LIB0002,LV1040375154,AAC28,AAC28E1,L1,P027_3C,metagenome,24.0,0.0,0.00,10,12,1,,"AAC28E1L1I1, AAC28E1L1I2",2,,19,00019,"AAC28E1L1I1,AAC28E1L1I2",,,17/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,118.00,185.00,Unknown,SD00200,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC28E1L1I1, AAC28E1L1I2",SAMEA14374076,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAD09E1L1,LIB0002,LV1040375212,AAD09,AAD09E1,L1,P027_1H,metagenome,24.0,0.0,0.00,10,12,1,,"AAD09E1L1I1, AAD09E1L1I2",2,,8,00008,"AAD09E1L1I1,AAD09E1L1I2",,,27/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,119.00,280.00,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAD09E1L1I1, AAD09E1L1I2",,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAC55E1L1,LIB0002,LV1040375200,AAC55,AAC55E1,L1,P027_1G,metagenome,24.0,6.7,0.28,10,12,0,,"AAC55E1L1I1, AAC55E1L1I2",2,,7,00007,"AAC55E1L1I1,AAC55E1L1I2",,,3/10/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,201.00,290.00,Unknown,SD00200,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC55E1L1I1, AAC55E1L1I2",SAMEA14374077,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
C1_EXB0002E1L1,LIB0002,LV1040375202,C1_EXB0002,C1_EXB0002E1,L1,P027_3G,unknown,24.0,0.0,0.00,10,12,0,,"C1_EXB0002E1L1I1, C1_EXB0002E1L1I2",2,,23,00023,"C1_EXB0002E1L1I1,C1_EXB0002E1L1I2",,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,"C1_EXB0002E1L1I1, C1_EXB0002E1L1I2",,"INB0010,INB0015",,,,Group8,Pass,1,0,,13
AAC06E1L1,LIB0002,LV1040375201,AAC06,AAC06E1,L1,P027_2G,metagenome,24.0,0.0,0.00,10,12,0,,"AAC06E1L1I1, AAC06E1L1I2",2,,15,00015,"AAC06E1L1I1,AAC06E1L1I2",,,14/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,97.00,183.00,Unknown,SD00200,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC06E1L1I1, AAC06E1L1I2",SAMEA14374075,"INB0010,INB0015",Laura Gangoso,"Canary Island, Norte",,Group8,Pass,1,0,Falconiformes,13
AAC15E1L1,LIB0002,LV1040375142,AAC15,AAC15E1,L1,P027_3B,metagenome,24.0,1.7,0.07,10,12,1,,"AAC15E1L1I1, AAC15E1L1I2",2,,18,00018,"AAC15E1L1I1,AAC15E1L1I2",,,13/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,Falco eleonorae,495946,Eleonora's falcon ,Juvenile,90.00,183.20,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,,"AAC15E1L1I1, AAC15E1L1I2",SAMEA14374070,"INB0010,INB0015",Laura Gangoso,"Canary Island, Rapadura",,Group8,Pass,1,0,Falconiformes,13
ABJ89E1L1,LIB0004,LV1040374936,ABJ89,ABJ89E1,L1,P036_1A,metagenome,24.0,130.6,5.44,20,10,0,,ABJ89E1L1I1,1,EHI00069,100,00100,ABJ89E1L1I1,,,1/7/2021,42.627,0.764,Spain,1000221 - Temperate woodland,Boulders and stone-walls,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,56.00,4.10,Male,SD00610,1,8.22,0.921,6.16,22,PRJEB51864,SEB001,,ABJ89E1L1I1,SAMEA14374139,INB0012,Javier Abalos,Catalunya,,Group3,Warning,1,1,Squamata,10
AAW14E1L1,LIB0004,LV1040375010,AAW14,AAW14E1,L1,P036_3G,metagenome,24.0,121.0,5.04,20,10,0,,AAW14E1L1I1,1,EHI00090,122,00122,AAW14E1L1I1,,,28/1/2021,-20.390,57.453,Mauritius,1001803 - Tropical forest,Forest,Faecal,Psittacula echo,232653,Echo parakeet ,Juvenile,51.00,180.00,Unknown,SD00177,1,2.61,2.411,0.00,0,PRJEB51866,SEB001,,AAW14E1L1I1,SAMEA14374050,INB0012,Jim Groombridge,"Grand Gauges, Hebron",,Group4,Pass,1,1,Psittaciformes,10
AAW26E1L1,LIB0004,LV1040374987,AAW26,AAW26E1,L1,P036_4E,metagenome,24.0,5.6,0.23,10,16,0,,AAW26E1L1I1,1,"EHI00096,EHI01242",128,00128,AAW26E1L1I1,,,16/2/2021,-20.452,57.427,Mauritius,1001803 - Tropical forest,Forest,Faecal,Psittacula echo,232653,Echo parakeet ,Adult,,,Unknown,SD00187,2,4.59,2.833,1.08,31,PRJEB51866,"SEB001,SEB010",,AAW26E1L1I1,SAMEA14374060,INB0012,Jim Groombridge,"Bel Ombre, Gondwanaland",,Group8,Pass,1,1,Psittaciformes,16
ABL25E1L1,LIB0004,LV1040374950,ABL25,ABL25E1,L1,P036_3B,metagenome,24.0,12.3,0.51,10,13,0,,ABL25E1L1I1,1,EHI00085,117,00117,ABL25E1L1I1,,,25/6/2021,42.506,0.719,Spain,1000221 - Temperate woodland,Shrubs and rocks near river,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,58.00,4.40,Male,SD00557,1,2.94,0.212,2.49,17,PRJEB51864,SEB001,,ABL25E1L1I1,SAMEA14374117,INB0012,Javier Abalos,Aragón,,Group8,Pass,1,1,Squamata,13
ABI56E1L1,LIB0004,LV1040374998,ABI56,ABI56E1,L1,P036_3F,metagenome,18.0,190.8,10.60,20,10,0,,ABI56E1L1I1,1,EHI00089,121,00121,ABI56E1L1I1,,,21/7/2021,42.789,-0.597,Spain,1000221 - Temperate woodland,Boulders and rocky slopes,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,67.00,4.40,Male,SD00655,1,2.68,0.035,2.47,0,PRJEB51864,SEB001,,ABI56E1L1I1,SAMEA14374165,INB0012,Javier Abalos,Aragón,,Group1,Warning,1,1,Squamata,10
AAW13E1L1,LIB0004,LV1040374960,AAW13,AAW13E1,L1,P036_1C,metagenome,24.0,22.9,0.95,10,13,0,,AAW13E1L1I1,1,"EHI00071,EHI01236",102,00102,AAW13E1L1I1,,,12/1/2021,-20.465,57.431,Mauritius,1001803 - Tropical forest,Forest,Faecal,Psittacula echo,232653,Echo parakeet ,Juvenile,78.00,160.00,Unknown,SD00176,2,8.43,6.040,1.36,31,PRJEB51866,"SEB001,SEB010",,AAW13E1L1I1,SAMEA14374049,INB0012,Jim Groombridge,"Bel Ombre, Rockfield",,Group8,Pass,1,1,Psittaciformes,13
ABJ51E1L1,LIB0004,LV1040375023,ABJ51,ABJ51E1,L1,P036_4H,metagenome,11.0,193.6,17.60,20,10,0,,ABJ51E1L1I1,1,EHI00098,131,00131,ABJ51E1L1I1,,,29/6/2021,42.556,0.753,Spain,1000221 - Temperate woodland,Boulders and stone-walls,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,66.00,7.00,Male,SD00591,1,5.23,0.040,4.88,28,PRJEB51864,SEB001,,ABJ51E1L1I1,SAMEA14374130,INB0012,Javier Abalos,Catalunya,,Group1,Warning,1,1,Squamata,10
ABL02E1L1,LIB0004,LV1040374953,ABL02,ABL02E1,L1,P036_6B,metagenome,19.0,193.8,10.20,20,10,0,,ABL02E1L1I1,1,EHI00107,141,00141,ABL02E1L1I1,,,25/6/2021,42.506,0.719,Spain,1000221 - Temperate woodland,Shrubs and rocks near river,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,56.00,4.50,Male,SD00550,1,5.21,0.184,4.64,21,PRJEB51864,SEB001,,ABL02E1L1I1,SAMEA14374115,INB0012,Javier Abalos,Aragón,,Group1,Warning,1,1,Squamata,10
ABK86E1L1,LIB0004,LV1040374964,ABK86,ABK86E1,L1,P036_5C,metagenome,24.0,143.8,5.99,20,10,0,,ABK86E1L1I1,1,EHI00100,134,00134,ABK86E1L1I1,,,25/6/2021,42.598,0.763,Spain,1000221 - Temperate woodland,Shrubs and rocks near river,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,65.00,6.60,Male,SD00538,1,7.77,2.398,4.93,24,PRJEB51864,SEB001,,ABK86E1L1I1,SAMEA14374109,INB0012,Javier Abalos,Aragón,,Group3,Warning,1,1,Squamata,10
ABL98E1L1,LIB0004,LV1040374988,ABL98,ABL98E1,L1,P036_5E,metagenome,24.0,3.9,0.16,10,16,0,,ABL98E1L1I1,1,EHI00102,136,00136,ABL98E1L1I1,,,24/6/2021,42.477,0.715,Spain,1000221 - Temperate woodland,Village,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,71.00,6.96,Male,SD00533,1,2.75,2.508,0.00,0,PRJEB51864,SEB001,,ABL98E1L1I1,SAMEA14374107,INB0012,Javier Abalos,Catalunya,,Group8,Pass,1,1,Squamata,16
ABL39E1L1,LIB0004,LV1040374948,ABL39,ABL39E1,L1,P036_1B,metagenome,24.0,138.0,5.75,20,10,0,,ABL39E1L1I1,1,EHI00070,101,00101,ABL39E1L1I1,,,26/6/2021,42.637,0.755,Spain,1000221 - Temperate woodland,Shrubs and boulders,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,60.00,4.60,Male,SD00564,1,3.64,0.938,2.47,15,PRJEB51864,SEB001,,ABL39E1L1I1,SAMEA14374123,INB0012,Javier Abalos,Catalunya,,Group3,Warning,1,1,Squamata,10
ABK03E1L1,LIB0004,LV1040375001,ABK03,ABK03E1,L1,P036_6F,metagenome,24.0,16.0,0.67,10,16,0,,ABK03E1L1I1,1,EHI00111,145,00145,ABK03E1L1I1,,,17/7/2021,42.737,-0.590,Spain,1000221 - Temperate woodland,Boulders and rocky slopes,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,63.00,6.00,Male,SD00612,1,5.37,0.152,4.78,36,PRJEB51864,SEB001,,ABK03E1L1I1,SAMEA14374141,INB0012,Javier Abalos,Aragón,,Group8,Pass,1,1,Squamata,16
ABL19E1L1,LIB0004,LV1040374973,ABL19,ABL19E1,L1,P036_2D,metagenome,24.0,14.8,0.62,10,13,0,,ABL19E1L1I1,1,EHI00079,111,00111,ABL19E1L1I1,,,25/6/2021,42.506,0.719,Spain,1000221 - Temperate woodland,Shrubs and rocks near river,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,62.00,6.70,Male,SD00554,1,4.43,2.721,1.37,6,PRJEB51864,SEB001,,ABL19E1L1I1,SAMEA14374116,INB0012,Javier Abalos,Aragón,,Group8,Pass,1,1,Squamata,13
ABI40E1L1,LIB0004,LV1040375020,ABI40,ABI40E1,L1,P036_1H,metagenome,15.0,192.0,12.80,20,10,0,,ABI40E1L1I1,1,EHI00076,107,00107,ABI40E1L1I1,,,21/7/2021,42.789,-0.597,Spain,1000221 - Temperate woodland,Boulders and rocky slopes,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,59.00,4.90,Male,SD00647,1,5.67,0.081,5.26,33,PRJEB51864,SEB001,,ABI40E1L1I1,SAMEA14374160,INB0012,Javier Abalos,Aragón,,Group1,Warning,1,1,Squamata,10
AAW15E1L1,LIB0004,LV1040374940,AAW15,AAW15E1,L1,P036_5A,metagenome,24.0,18.5,0.77,10,16,0,,AAW15E1L1I1,1,"EHI00099,EHI01243",132,00132,AAW15E1L1I1,,,28/12/2020,-20.399,57.456,Mauritius,1001803 - Tropical forest,Forest,Faecal,Psittacula echo,232653,Echo parakeet ,Juvenile,56.00,150.00,Unknown,SD00178,2,3.79,2.475,0.66,31,PRJEB51866,"SEB001,SEB010",,AAW15E1L1I1,SAMEA14374051,INB0012,Jim Groombridge,"Grand Gauges, La meteo",,Group8,Pass,1,1,Psittaciformes,16
ABJ75E1L1,LIB0004,LV1040375000,ABJ75,ABJ75E1,L1,P036_5F,metagenome,24.0,167.0,6.96,20,7,0,,ABJ75E1L1I1,1,EHI00103,137,00137,ABJ75E1L1I1,,,1/7/2021,42.627,0.764,Spain,1000221 - Temperate woodland,Boulders and stone-walls,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,64.00,6.70,Male,SD00603,1,2.96,0.844,1.91,16,PRJEB51864,SEB001,,ABJ75E1L1I1,SAMEA14374136,INB0012,Javier Abalos,Catalunya,,Group2,Pass,1,1,Squamata,7
ABI38E1L1,LIB0004,LV1040374952,ABI38,ABI38E1,L1,P036_5B,metagenome,15.0,190.5,12.70,20,,0,Redo library,,0,,133,00133,,,,21/7/2021,42.789,-0.597,Spain,1000221 - Temperate woodland,Boulders and rocky slopes,Faecal,Podarcis muralis,64176,Common wall lizard,Unknown,62.00,6.10,Male,SD00646,0,0.00,0.000,0.00,0,PRJEB51864,,,,SAMEA14374159,,Javier Abalos,Aragón,,Group1,Pass,0,0,Squamata,7
